51303549536,dad,202,220
51303584311,dcg,43,24
51303591284,dab,297,223
51303594914,cfd,266,55
51303600734,faa,97,235
51303620126,fdd,228,166
51303636890,cde,13,280
51303676021,fdg,183,42
51303683913,dff,146,261
51303705825,afa,116,152
51303727442,cfc,65,119
51303731444,ggf,5,28
51303738059,dda,165,95
51303762514,dfa,263,257
51303789998,ded,22,136
51303808842,eec,253,82
51303818200,bga,266,147
51303838432,cde,63,277
51303852663,gcd,76,176
51303895265,gae,76,270
51303913363,fcg,56,298
51303923517,bdg,110,27
51303929237,fdb,222,189
51303930722,geb,79,231
51303935888,ggd,68,180
51303938959,aab,2,134
51303980794,dga,178,58
51303993520,efg,252,232
51303997511,geg,111,54
51304003234,cgd,247,11
51304044527,afd,246,130
51304058623,fde,28,73
51304066394,cgg,154,288
51304071405,bfb,105,163
51304081669,eaa,48,106
51304089171,abd,249,100
51304104673,eeg,82,58
51304139536,afd,160,124
51304171352,caa,7,23
51304182570,ege,221,64
51304205398,cbe,127,289
51304212939,fed,12,126
51304213727,fdb,73,213
51304274523,geb,122,274
51304275724,age,114,34
51304295091,edd,70,248
51304303589,aeb,276,271
51304307311,ddd,121,26
51304317631,eag,227,181
51304334663,bff,232,41
51304339822,bag,39,182
51304348004,agc,242,221
51304349865,bcb,52,270
51304391914,ece,185,314
51304393515,fbe,48,92
51304409675,dba,44,197
51304422735,acd,120,28
51304433555,aga,22,33
51304443700,ffa,200,276
51304449724,egf,167,80
51304487366,dca,87,18
51304506978,aef,171,330
51304519819,cdd,285,129
51304524576,fda,68,266
51304533694,bgd,11,296
51304555206,dfc,288,48
51304565861,gcf,23,93
51304591052,bdb,32,135
51304591055,egg,82,224
51304605258,fdb,298,170
51304611165,eee,188,147
51304629156,ede,129,23
51304631682,bfc,79,214
51304639480,eag,148,177
51304640057,def,205,125
51304651404,abf,43,161
51304663187,dbb,31,284
51304704948,aea,74,290
51304730439,dcf,293,32
51304772859,fbf,37,142
51304775637,aee,155,167
51304794032,bbb,112,204
51304811325,bgg,150,101
51304813214,ffc,146,61
51304813704,gcf,275,83
51304815390,bgc,177,85
51304832446,aca,180,215
51304852415,dfg,267,35
51304913281,bfe,46,215
51304934658,gge,231,90
51304974142,age,123,33
51304987312,acg,144,169
51305033358,abd,153,106
51305091212,bac,166,238
51305099324,ecb,96,28
51305112616,ede,275,19
51305113198,egf,95,64
51305114204,gge,20,103
51305144330,fdc,59,247
51305146316,ccg,112,122
51305164332,dae,3,91
51305178325,cdf,71,5
51305186165,acg,43,174
51305255591,aac,233,48
51305258163,cac,256,64
51305268860,gaa,196,132
51305310320,dba,140,198
51305311160,bba,34,29
51305337504,gdf,95,43
51305393207,abe,258,280
51305407971,cff,144,69
51305427894,caa,202,19
51305431189,ddg,55,239
51305432847,cge,223,158
51305435713,cgg,278,339
51305436569,fga,31,201
51305454159,efg,123,218
51305457345,ade,169,83
51305459858,cgf,127,104
51305461646,cbg,22,286
51305518230,aaf,26,201
51305541959,bcc,251,194
51305556374,dgg,231,109
51305572324,dga,144,52
51305573595,abb,152,47
51305583610,dbc,265,298
51305589988,dee,225,53
51305612133,ffb,51,126
51305622100,ddg,71,210
51305651022,fbf,199,160
51305660984,cgb,256,191
51305665626,gaf,205,289
51305678226,cgf,15,90
51305678690,ecc,217,89
51305705585,fgc,205,63
51305708648,eff,263,5
51305722055,cea,105,277
51305730357,bee,203,178
51305730387,bgf,38,279
51305760709,ade,223,98
51305776178,bee,46,194
51305795036,fgc,58,55
51305890483,afg,242,27
51305929708,fcf,12,230
51305957573,fgb,286,219
51305961162,ebc,250,82
51306030541,gbc,185,267
51306039523,bfd,62,21
51306048938,gab,133,269
51306052157,dgb,248,98
51306055784,afe,96,116
51306057556,gbc,289,240
51306095726,gge,145,109
51306097145,bcb,178,253
51306165805,egd,78,88
51306181513,edf,211,43
51306206169,bcf,53,250
51306225277,baa,37,214
51306236846,bbc,220,138
51306244694,dac,50,45
51306245168,ecf,246,9
51306254173,dea,278,293
51306262958,ggg,89,235
51306271089,gag,208,155
51306280846,egg,224,253
51306288423,gda,178,197
51306299943,ceb,66,75
51306312869,bfd,142,24
51306321906,dfa,257,228
51306346682,ccc,186,155
51306354006,bef,138,292
51306401114,cgc,126,279
51306418598,dcd,84,132
51306427719,ccg,111,109
51306447030,dfg,69,31
51306448241,bfg,12,78
51306454978,bef,183,344
51306482147,cbd,284,162
51306486885,cae,40,129
51306494877,gga,120,46
51306497823,cgd,2,12
51306518714,ffd,244,372
51306520721,eca,16,27
51306548224,ded,270,161
51306551275,dad,10,184
51306552674,edg,4,158
51306568736,cbe,266,320
51306593692,cda,266,15
51306634855,ddd,117,26
51306642078,bda,286,78
51306654418,gfa,119,155
51306675233,gbg,8,219
51306686460,ebg,89,175
51306691363,geb,241,221
51306712225,acg,175,142
51306715854,cba,26,244
51306726694,afc,266,82
51306735173,ccc,67,131
51306737428,gbf,242,96
51306741985,agd,147,334
51306754127,ead,75,105
51306784131,cef,251,118
51306791101,fee,156,86
51306824900,dfg,57,26
51306833969,cad,240,129
51306884510,fcg,161,241
51306894720,cda,226,16
51306913312,daa,44,215
51306939774,aec,208,86
51306979678,bge,37,26
51306986495,dbd,12,250
51306997871,eda,113,142
51307016512,efd,51,7
51307024995,fab,244,164
51307080237,bde,48,7
51307111542,bee,44,190
51307129303,gae,15,297
51307139442,bed,149,42
51307158980,beg,145,19
51307172284,acc,152,78
51307209740,cbc,155,234
51307233530,ccd,96,59
51307247743,ega,129,42
51307265647,gad,273,174
51307267102,fde,61,73
51307277515,fca,113,125
51307294656,fff,44,165
51307302370,ggc,182,208
51307310462,cee,220,28
51307328023,ebd,224,279
51307336298,daf,56,219
51307338523,ebg,131,182
51307343683,eag,56,208
51307348116,ged,255,236
51307360192,cea,29,263
51307362560,efb,257,167
51307380217,eee,108,117
51307385319,cca,170,232
51307393414,fee,16,69
51307408619,fcf,148,202
51307434350,gga,154,43
51307437342,ddb,90,93
51307444489,ggd,72,181
51307492794,aba,122,86
51307501944,dbe,261,23
51307552298,bee,204,182
51307553267,fdd,29,177
51307554652,cga,21,177
51307573138,gfd,219,98
51307580659,eaf,223,73
51307582335,egb,257,5
51307606179,eda,14,143
51307610947,ffe,172,107
51307627300,ged,269,257
51307627338,eae,38,199
51307634675,bfg,295,67
51307642371,fbg,16,275
51307643710,bec,204,101
51307645777,dcc,183,244
51307647990,cef,20,97
51307649330,ced,138,97
51307660228,cae,41,108
51307670804,cef,87,78
51307680409,bca,228,311
51307691554,ggb,286,7
51307708945,adc,41,30
51307732509,bgf,144,320
51307767342,ebb,59,273
51307779023,ffg,92,138
51307804945,eec,252,72
51307837952,bcd,23,279
51307860142,gde,235,44
51307863248,cdd,60,121
51307869429,gec,3,69
51307881310,feg,236,122
51307914392,deg,1,255
51307917653,acb,153,295
51307946951,fgg,82,262
51307982709,ada,158,177
51307998489,ecd,183,41
51308002689,gca,131,125
51308004655,ceg,78,184
51308016988,aaa,178,260
51308017775,egc,278,167
51308035271,egb,242,5
51308055282,adf,47,230
51308094721,dfd,82,245
51308107586,dec,37,276
51308112712,bdd,200,294
51308115353,dcd,280,147
51308139417,aeb,107,271
51308144693,aag,25,58
51308153273,bdg,229,22
51308171204,fce,85,123
51308221958,fag,25,180
51308223819,fcb,29,151
51308229852,bef,58,326
51308233128,dfg,43,30
51308237403,aaf,88,188
51308290699,fgf,21,89
51308310890,cdc,74,68
51308313029,efa,108,295
51308318215,ebe,160,75
51308330957,bab,107,296
51308331875,dbc,265,247
51308338383,adb,153,265
51308375053,ffb,28,144
51308376098,ead,157,106
51308378447,dfb,78,22
51308438615,ccb,227,177
51308439704,dae,73,80
51308442703,gef,51,159
51308472127,aed,42,188
51308488143,feb,289,146
51308498172,cdb,159,217
51308505979,cee,5,28
51308530824,fda,60,268
51308536727,ecg,173,237
51308543685,ddf,291,41
51308545279,gcb,228,160
51308562748,dgc,215,120
51308577890,bef,82,277
51308589742,cbc,79,236
51308591829,gfg,203,60
51308594208,fbf,37,182
51308599956,efg,11,233
51308601862,agf,30,156
51308618915,dbg,210,206
51308646220,ada,54,166
51308655706,bcc,189,197
51308657085,gbd,259,253
51308660923,aea,221,304
51308665497,cbf,16,242
51308679416,def,285,137
51308727598,deb,244,245
51308731600,eag,64,170
51308751192,aae,153,118
51308757702,gdd,299,59
51308760607,dde,182,297
51308769025,fef,197,119
51308774105,fcc,192,156
51308780393,bfa,284,291
51308789164,bad,262,138
51308789260,bbd,123,138
51308821678,cgf,220,92
51308823992,gad,151,153
51308837131,gfe,289,209
51308841126,caf,10,91
51308848459,fac,60,151
51308854163,bcg,280,115
51308864311,edc,291,256
51308874951,fbf,172,192
51308917309,abg,288,147
51308950674,cec,255,348
51308966676,aee,50,188
51308970482,gde,9,42
51308981015,eed,269,103
51309009248,bde,41,8
51309015749,fab,205,167
51309047325,eba,226,161
51309051044,ebf,215,82
51309057460,edg,174,173
51309058026,fdg,150,36
51309098878,bdf,273,172
51309125483,bbe,116,247
51309126296,fbd,34,199
51309137417,caf,228,79
51309143300,fcb,131,137
51309149874,ddc,156,244
51309168793,gcd,286,177
51309170045,fge,118,199
51309171182,afb,236,242
51309199943,efe,222,201
51309201253,gcg,66,255
51309217176,dbf,268,66
51309230085,fae,257,36
51309246031,gda,117,185
51309261124,gdg,191,16
51309276307,fec,123,185
51309277235,cgg,283,308
51309281539,cag,131,294
51309284109,gcd,159,153
51309301152,faf,165,186
51309307367,fgc,181,47
51309324509,cgg,208,338
51309328483,abd,81,120
51309343624,gea,121,208
51309345674,baa,218,194
51309351151,ccf,87,21
51309362876,dce,19,78
51309362986,cac,241,65
51309374587,fbb,139,153
51309392512,fad,242,303
51309401319,bdc,56,125
51309422054,ffa,68,273
51309434711,add,145,209
51309438364,gfd,219,79
51309443958,fdf,296,34
51309453168,bde,19,8
51309482768,gac,265,129
51309486315,aaa,131,288
51309487819,bbf,151,155
51309500740,bea,157,33
51309501129,fcd,214,69
51309542400,ece,190,345
51309557383,ede,134,21
51309567129,fbf,209,174
51309569980,agc,23,198
51309577133,ede,171,18
51309584995,fbc,33,49
51309586057,dag,173,271
51309592968,fba,218,152
51309594873,cca,292,255
51309603492,dfe,142,7
51309608982,bff,112,39
51309620196,cfa,86,132
51309643452,gba,291,269
51309649955,cad,260,112
51309679647,abc,293,201
51309692567,gff,100,5
51309693431,eab,65,150
51309725908,bfg,25,69
51309742981,gdc,197,268
51309757228,baf,6,147
51309791198,gaf,106,286
51309791323,gcd,23,133
51309839705,gfc,162,288
51309842322,afd,150,145
51309852431,bde,50,7
51309854691,gbb,206,254
51309876818,edg,261,205
51309885037,ceb,35,72
51309917879,cfe,33,30
51309929976,eeb,95,36
51309942062,aab,51,147
51309942541,aad,199,256
51309943481,cdg,139,139
51309953076,gce,241,18
51309963272,cfb,226,265
51309963706,edb,136,296
51309977503,adg,125,78
51309978186,aeg,49,284
51309995801,aee,297,167
51310013830,eea,2,244
51310045429,eef,182,51
51310052482,bfb,123,185
51310061043,aee,60,167
51310075540,fea,129,89
51310091827,bae,189,291
51310103895,gad,121,175
51310113768,gfb,157,291
51310164225,bee,83,202
51310164817,gbe,161,136
51310165387,ccb,273,192
51310182957,dgg,77,87
51310293414,dfd,244,271
51310301664,cda,43,15
51310301719,cfd,121,58
51310326728,afg,129,24
51310348311,dbc,91,286
51310390137,cae,142,120
51310397356,efe,76,203
51310413464,bbg,299,278
51310419311,daf,49,216
51310419743,eaa,220,99
51310420982,faf,241,189
51310428827,cga,220,166
51310442971,gbe,206,138
51310446130,gfc,100,342
51310450687,geg,267,43
51310471917,fgd,274,8
51310494948,cfa,19,142
51310499704,bdf,32,184
51310532566,cab,278,33
51310552980,eeb,225,39
51310583988,gga,171,39
51310602234,bac,47,242
51310652368,afe,178,102
51310687314,dca,176,20
51310694887,fac,136,122
51310731526,egc,261,187
51310750814,bga,12,158
51310781522,cbg,154,288
51310791223,afa,56,129
51310801312,ede,37,14
51310812783,bge,273,28
51310839835,dac,12,37
51310853369,ddb,219,86
51310861896,gfa,136,145
51310878874,cce,149,179
51310890727,eda,117,122
51310897027,agg,212,223
51310917904,bgb,203,49
51310954097,fdg,234,30
51310966760,gdf,222,39
51310967929,bab,282,248
51311011193,cee,107,30
51311015470,eed,203,110
51311028122,dgf,188,14
51311030068,gac,270,152
51311036900,eaa,262,99
51311039183,gac,263,161
51311040100,gcc,191,69
51311069716,edd,297,252
51311072947,ace,221,20
51311094023,cfa,111,124
51311101943,cbc,246,233
51311106905,bfe,119,180
51311108784,edc,255,268
51311120550,ded,162,156
51311127517,ebe,194,81
51311134389,ffd,37,398
51311136761,bfd,132,25
51311199174,dcf,270,25
51311222365,bee,44,202
51311229131,acd,181,28
51311229690,eac,131,34
51311232665,ade,83,116
51311232854,bbg,66,227
51311247961,bea,161,28
51311267802,cgc,249,237
51311274519,dab,145,236
51311276615,agb,119,157
51311276720,fce,184,120
51311280901,gab,44,228
51311296462,fef,144,103
51311314649,aga,191,32
51311319590,dff,299,281
51311329533,agc,33,186
51311351799,abe,94,310
51311363144,bce,225,103
51311416824,cef,156,88
51311419376,bbf,116,145
51311425996,bec,268,104
51311428753,dge,96,71
51311485120,edb,192,275
51311493677,bfc,163,246
51311493768,bca,24,307
51311531156,bff,217,42
51311540451,ebg,7,169
51311544537,daf,133,213
51311553924,ecb,88,22
51311566532,gde,211,34
51311593919,dcg,97,26
51311621669,bff,81,40
51311652349,edd,125,246
51311684029,dgd,92,216
51311711987,aff,284,109
51311727761,cae,190,141
51311742606,ffe,268,115
51311757633,bgd,226,296
51311786617,cag,289,267
51311805719,cdb,7,243
51311833467,acf,251,228
51311840483,fde,243,84
51311842016,ccd,299,63
51311848181,acd,287,29
51311900662,abb,239,54
51311925094,ffa,276,278
51311929306,gee,272,46
51311935461,ccf,276,19
51311950825,ceg,2,217
51311951850,dee,152,50
51311960930,gge,15,117
51311962031,eeg,232,59
51311974436,dbb,186,335
51311977917,eee,16,102
51311997570,eec,30,76
51312059164,gfg,294,61
51312070407,ede,157,14
51312077973,agd,244,390
51312113926,gfa,3,159
51312128828,cdc,3,65
51312152953,cfc,293,139
51312161090,egd,54,88
51312162361,gcf,89,72
51312169317,faf,5,223
51312173353,gdf,246,42
51312179401,gdb,187,95
51312210079,gca,50,117
51312221927,dca,276,18
51312225861,fga,32,223
51312247306,egf,86,67
51312250726,dgg,249,100
51312282792,gee,287,41
51312283475,afc,101,69
51312287370,ebd,102,326
51312297040,bdb,281,157
51312302231,aaa,216,319
51312336533,ddf,161,32
51312349535,baa,277,162
51312352306,gff,95,5
51312352648,dda,18,86
51312357673,aec,151,73
51312359690,ccg,98,117
51312371747,cbb,82,246
51312426754,gbc,182,264
51312466781,beb,227,219
51312469033,gag,22,128
51312477340,bbd,280,138
51312479284,afa,218,103
51312501491,ffd,90,461
51312529644,dda,2,86
51312529990,aab,240,130
51312604735,bcb,13,268
51312606312,dcb,110,273
51312607510,efc,203,6
51312612965,cea,44,231
51312660476,dec,63,240
51312675986,cda,62,14
51312686848,agc,44,202
51312693174,deb,299,291
51312726474,gfc,299,369
51312770059,ffe,152,101
51312787651,acc,283,76
51312793866,ged,261,223
51312820514,fef,270,121
51312822605,agf,14,152
51312837288,cfg,71,227
51312847915,aca,170,202
51312856279,gbb,148,236
51312857323,cde,100,224
51312882688,beg,165,16
51312883823,cgb,203,219
51312893133,ege,14,55
51312932471,fga,119,223
51312949620,bbc,171,139
51312954079,fed,168,139
51312987591,faa,70,260
51313029987,gga,190,32
51313061525,ecd,184,38
51313089565,fdb,233,147
51313106746,gdd,44,64
51313107346,bba,66,24
51313144373,bca,7,251
51313159322,bgg,118,84
51313164182,bag,242,158
51313196401,gaf,297,280
51313204791,bbb,157,201
51313213573,ccc,273,149
51313217094,dbd,204,200
51313217908,dee,76,43
51313220432,fgb,97,258
51313231428,acg,287,132
51313239657,adc,124,28
51313241355,dfc,149,54
51313287667,ggf,61,28
51313288098,ebf,57,80
51313324187,cab,49,37
51313332892,baa,288,165
51313354746,cbc,73,253
51313379855,cfg,74,267
51313400702,aeb,63,219
51313410377,aae,12,116
51313415496,ggg,58,251
51313455321,aee,227,146
51313500916,gec,225,73
51313501616,bbg,163,251
51313513727,abf,283,146
51313514936,acb,193,289
51313532644,bad,229,140
51313592803,bda,8,64
51313604490,baf,294,171
51313609449,fab,205,183
51313655589,gcd,195,126
51313665136,cdb,51,255
51313725648,afb,84,258
51313726770,afa,167,95
51313750772,fab,80,168
51313758728,bec,261,101
51313760308,age,14,31
51313770154,dcf,255,23
51313775508,bcg,102,108
51313782981,ecg,85,227
51313799743,gfe,130,177
51313807466,efe,101,166
51313810217,bcc,20,177
51313816403,daa,285,255
51313878809,bed,169,49
51313881993,bcd,205,276
51313896619,adb,187,307
51313898676,aea,30,352
51313900596,ccb,208,178
51313911216,dff,273,303
51313917361,eec,96,69
51313938498,bdc,150,125
51313958240,fda,113,276
51313976260,dbg,39,197
51314007660,ddf,118,32
51314020249,aag,102,50
51314025759,def,87,139
51314049143,ecb,261,18
51314060575,cge,211,170
51314063982,cbf,211,198
51314064404,gfe,103,146
51314071918,bfg,19,71
51314072185,bed,114,53
51314073585,fbe,156,75
51314082422,ddg,26,191
51314084054,fac,103,111
51314112655,ebe,25,94
51314118926,gfa,47,136
51314120157,fdg,201,35
51314125941,fdf,199,38
51314156332,ceg,162,249
51314171665,ecc,234,72
51314182872,agd,120,323
51314199954,bgf,136,294
51314215515,ebb,208,324
51314233929,bff,115,40
51314251074,gff,185,5
51314255976,cab,181,41
51314264149,baa,261,178
51314266101,gbc,236,213
51314313082,beg,66,14
51314320326,eca,57,28
51314334101,ffc,292,64
51314337927,bcf,33,227
51314370502,fec,162,160
51314420012,cff,177,57
51314420199,dad,218,156
51314421484,aac,271,51
51314456550,cdf,82,5
51314466961,gef,16,131
51314479135,edf,236,34
51314483148,aef,250,330
51314499683,dac,176,30
51314505671,dcf,164,23
51314507421,fdc,164,224
51314546001,gbg,200,181
51314564271,eeg,31,62
51314566727,caa,103,17
51314567939,dee,260,50
51314579949,cdc,204,65
51314581698,gfc,210,416
51314587579,gbf,85,82
51314602913,dab,156,200
51314615720,afd,104,117
51314638306,gaa,70,118
51314639667,ecf,167,10
51314642210,geb,175,227
51314643747,dfe,269,5
51314647672,ggf,298,22
51314675298,bgc,56,93
51314680789,efg,22,277
51314686889,cgc,275,282
51314749174,eee,88,105
51314770548,dgb,177,105
51314785168,gfb,105,250
51314793696,dba,102,198
51314813924,daa,74,300
51314838477,aga,40,36
51314853797,fcg,123,204
51314860028,efb,26,180
51314867956,gga,210,32
51314889301,acf,46,223
51314898829,geg,208,44
51314907209,dbf,298,54
51314912815,dfb,233,24
51314919140,cdd,42,122
51314933432,cga,87,157
51314943014,fge,17,206
51314946512,cca,56,219
51314947147,efa,229,268
51314947456,fdc,42,257
51314953103,dgb,136,108
51314954143,cac,236,76
51314978407,ebc,200,91
51314990530,ddg,176,173
51314991435,dfa,274,186
51315037987,adg,193,81
51315039988,aff,125,111
51315047246,egb,186,5
51315074791,ebd,250,303
51315076288,gge,141,115
51315102336,deg,224,242
51315107400,gfg,230,56
51315150088,abg,79,163
51315164929,dcf,192,24
51315167526,gaf,71,240
51315168445,dcb,119,251
51315196995,gab,111,200
51315201424,eff,25,5
51315202889,cfc,201,140
51315220609,bgf,161,241
51315234241,bce,291,119
51315239105,fbc,215,40
51315248953,dea,3,298
51315258860,dgg,217,82
51315272289,ebg,123,140
51315282267,bfa,113,317
51315340283,bda,199,73
51315349099,fbg,284,261
51315361564,ggd,171,204
51315361840,cce,249,207
51315416904,fca,27,106
51315426444,eea,207,241
51315428612,gea,68,172
51315445337,bdf,253,163
51315473425,ega,196,42
51315481033,egg,183,232
51315503620,fff,217,163
51315527412,bfb,239,220
51315539593,dga,9,51
51315567838,gff,153,5
51315593684,egg,208,273
51315602496,bff,237,46
51315612480,gba,73,293
51315652935,gaa,149,108
51315679473,ecb,217,14
51315688231,fbc,45,44
51315704743,aag,232,46
51315714672,cbd,203,153
51315730176,ecc,103,73
51315776400,dbe,229,24
51315779274,abc,128,180
51315785032,fcb,204,160
51315823607,eag,220,147
51315830183,cbg,95,282
51315841822,cfg,138,253
51315872571,eef,68,55
51315874492,cbe,259,310
51315875175,gae,9,279
51315904343,eaa,160,104
51315906355,fae,78,29
51315910236,eda,288,141
51315916199,dgc,6,96
51315927624,eag,132,141
51315946489,ddd,177,29
51315947757,fag,195,183
51315959559,egc,147,157
51315962530,fee,15,75
51315963056,efd,76,7
51315996681,bbd,162,158
51315999957,dgc,52,88
51316006927,dcc,291,200
51316007522,acc,183,66
51316016235,bbd,150,145
51316034952,fea,3,103
51316048474,adf,43,190
51316065301,fdb,12,148
51316112384,ffb,171,154
51316142996,acb,38,245
51316147150,ggc,122,205
51316175098,abd,256,135
51316192343,aag,80,38
51316204594,cgd,162,9
51316210183,ead,189,121
51316215322,bgf,82,260
51316220155,bef,145,232
51316222264,cba,75,263
51316235268,dfg,166,27
51316259009,aba,25,69
51316264268,fgf,29,105
51316269572,cad,270,90
51316273467,dae,53,84
51316282627,fgc,294,43
51316293043,gfd,105,86
51316314696,fcc,67,177
51316320014,geb,233,242
51316321477,fgg,213,238
51316361807,feb,163,122
51316363860,cgf,265,75
51316378277,bge,71,24
51316432449,gcf,146,71
51316473445,efc,183,5
51316482361,bgc,100,100
51316513041,dbg,139,234
51316519941,cfe,33,32
51316547929,egc,270,171
51316557678,feg,268,137
51316591078,dgb,127,99
51316594276,gda,69,166
51316599267,gdg,239,17
51316616445,gbd,99,222
51316624488,dcd,17,161
51316627157,caf,285,92
51316655710,fac,28,103
51316660118,bag,97,154
51316694960,afg,210,26
51316728137,bbd,33,171
51316766054,dce,157,88
51316772405,eff,249,5
51316785165,ffc,217,57
51316789889,ece,173,379
51316792238,dda,274,75
51316825763,fbd,285,200
51316834898,fdd,237,166
51316836085,dba,95,160
51316859639,fda,105,281
51316879047,ggb,53,7
51316882090,fce,66,133
51316911356,ffg,290,121
51316912912,aea,238,401
51316924505,cgf,155,87
51316963522,cfb,11,233
51316995241,eec,175,57
51316995498,cdc,65,69
51317012641,bbe,118,247
51317018975,dad,222,134
51317031932,bdg,263,18
51317038195,gdg,118,13
51317058239,fgd,194,7
51317061204,bbe,241,205
51317062110,baf,203,141
51317067153,adf,199,161
51317069643,ddc,260,222
51317073646,ebe,78,96
51317075677,ebf,20,64
51317162831,bcb,172,308
51317187893,dfc,170,50
51317243730,edb,174,255
51317246404,fcf,51,181
51317247272,daa,105,345
51317260812,dcb,128,235
51317284260,gec,88,76
51317308755,dae,168,76
51317312761,dab,209,238
51317319444,agc,186,212
51317319631,adg,277,68
51317321246,eaf,178,60
51317334754,eae,54,234
51317348785,dgd,124,220
51317353022,ded,55,170
51317359423,aed,83,219
51317375693,bfe,92,153
51317380857,daf,30,185
51317405719,fba,218,167
51317416109,ced,228,83
51317433878,dga,291,47
51317458030,gaa,114,98
51317461138,bac,254,271
51317490494,dff,135,333
51317490753,ega,267,43
51317496410,ege,8,45
51317532669,feg,206,137
51317544066,ccc,272,126
51317587109,ebf,114,51
51317588407,ada,69,174
51317594984,agg,226,191
51317596289,ade,283,128
51317636932,fdc,220,254
51317662537,fca,137,97
51317680413,ggf,275,25
51317680498,dde,182,302
51317689393,fac,215,98
51317695785,fdf,74,32
51317709792,cdg,269,127
51317748228,aee,30,163
51317781093,bbf,24,168
51317798126,cdd,218,103
51317804185,aaf,50,171
51317816250,ffc,167,47
51317844101,ffc,135,45
51317847386,cbc,199,250
51317854333,dae,287,88
51317857490,eab,15,122
51317858080,bdd,63,335
51317889012,cee,61,31
51317917277,bfc,242,218
51317925679,gag,12,126
51317939168,cfb,242,198
51317967541,ebb,227,304
51317975449,gfe,93,154
51317997543,ecg,215,208
51318040199,age,289,31
51318042898,afe,156,99
51318045457,bfb,254,180
51318064114,bde,273,8
